Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDD48,OUT013,1921.25
NCW42,OUT035,3545.5
FDL24,OUT017,2815.75
NCB30,OUT013,3139.25
FDK25,OUT013,2884.25
FDW28,OUT049,3086.5
FDD47,OUT017,2879.75
FDK16,OUT019,428.25
FDW37,OUT046,1437.0
FDA48,OUT035,3600.5
FDA14,OUT017,2341.75
FDV15,OUT013,1714.25
FDN22,OUT049,4032.0
NCD55,OUT045,550.5
FDY43,OUT013,2872.25
NCU05,OUT017,1625.75
FDF10,OUT035,2498.5
FDR39,OUT018,2696.25
FDG40,OUT013,542.25
FDZ28,OUT019,208.75
FDE02,OUT045,1593.5
FDU60,OUT049,2834.5
FDM21,OUT013,4000.25
FDV52,OUT019,20.25
NCW06,OUT013,2979.25
FDX36,OUT035,3745.5
FDT35,OUT027,4093.75
NCL19,OUT010,445.5
NCD31,OUT046,2531.0
FDE53,OUT019,87.25
FDW58,OUT019,257.25
DRF48,OUT046,2964.0
FDW57,OUT035,2904.5
DRH13,OUT017,1795.75
FDT33,OUT013,2653.25
DRK47,OUT027,4964.75
FDY22,OUT010,499.25
FDC35,OUT019,1349.75
FDO03,OUT013,3634.25
FDF24,OUT045,1272.5
FDF56,OUT018,2640.25
FDD28,OUT013,995.25
FDG53,OUT027,3620.75
FDO27,OUT019,408.25
NCF54,OUT018,2300.25
FDC20,OUT027,2404.75
FDU10,OUT046,719.75
DRA24,OUT018,2300.25
FDA02,OUT010,352.75
FDG10,OUT017,1049.75
FDW39,OUT010,891.75
FDP04,OUT019,918.25
NCM55,OUT013,3021.25
FDG47,OUT045,3979.5
NCU41,OUT017,3371.75
NCK31,OUT017,953.75
FDZ46,OUT045,1761.5
FDU13,OUT027,3838.75
NCF19,OUT045,605.5
NCJ43,OUT013,2769.25
NCJ05,OUT045,2336.5
FDS04,OUT027,3652.75
FDX28,OUT010,327.25
FDB41,OUT027,2278.75
FDG53,OUT046,2176.5
FDL15,OUT010,438.0
FDQ08,OUT049,1243.5
DRN36,OUT013,1602.25
FDI46,OUT013,4152.25
FDG16,OUT027,4738.75
FDV32,OUT013,1141.25
FDF44,OUT010,244.75
FDK04,OUT018,680.25
NCA41,OUT013,3063.25
FDD51,OUT017,787.75
NCZ53,OUT045,3075.5
FDP01,OUT027,3958.75
FDY25,OUT049,3133.0
FDB17,OUT018,2620.25
NCV54,OUT018,1746.25
FDJ32,OUT017,1121.75
FDA37,OUT049,2147.5
FDG35,OUT035,2895.5
NCM05,OUT018,4012.25
FDG45,OUT046,3344.25
FDH28,OUT013,629.25
NCE18,OUT049,4012.0
FDH38,OUT045,1777.5
FDR56,OUT013,3291.25
FDH17,OUT027,2938.75
FDD39,OUT049,3503.5
FDB41,OUT049,956.5
NCR53,OUT046,3520.25
FDX46,OUT017,1119.75
FDV28,OUT049,760.0
FDA08,OUT018,2434.25
FDH45,OUT017,805.75
NCS38,OUT010,188.25
FDD40,OUT010,1169.0
DRM59,OUT035,2794.5
NCJ43,OUT018,2494.25
NCN29,OUT013,889.25
NCC19,OUT045,2806.5
FDR56,OUT035,3376.5
FDZ43,OUT049,4075.5
FDJ32,OUT010,915.25
DRH03,OUT017,1547.75
NCZ54,OUT035,2920.5
FDE26,OUT017,2573.75
FDS03,OUT045,988.5
DRZ24,OUT019,92.25
FDO48,OUT027,4902.75
FDW39,OUT049,2865.0
NCK05,OUT049,1147.0
NCK30,OUT017,4159.75
FDT27,OUT018,3396.25
FDS08,OUT019,940.75
NCJ19,OUT049,927.0
FDC58,OUT045,659.5
DRE37,OUT013,2987.25
FDW02,OUT035,2093.5
FDJ02,OUT010,482.25
FDX09,OUT045,2752.5
FDT31,OUT010,1008.75
FDI24,OUT049,3032.5
FDY09,OUT045,2855.5
FDV28,OUT045,570.5
DRM47,OUT049,3324.0
FDT52,OUT019,1883.75
FDI48,OUT018,792.25
FDY55,OUT017,4315.75
FDU48,OUT013,2160.25
FDN25,OUT045,929.5
FDP20,OUT049,2125.0
FDJ15,OUT013,2911.25
FDD04,OUT018,1930.25
FDY58,OUT045,3698.5
FDR37,OUT018,2818.25
FDF44,OUT013,2167.25
FDD32,OUT045,1398.5
FDR57,OUT017,2671.75
DRG39,OUT027,2426.75
FDX15,OUT017,2629.75
DRN37,OUT045,2548.5
FDW40,OUT027,3645.75
FDB32,OUT049,1711.5
FDM40,OUT018,1872.25
FDE39,OUT027,3436.75
DRH49,OUT017,1417.75
FDT46,OUT049,822.5
NCF06,OUT035,4057.5
FDP07,OUT017,3195.75
FDC04,OUT013,3773.25
FDZ32,OUT017,1929.75
FDD50,OUT045,2676.5
FDU56,OUT017,3097.75
FDV34,OUT017,1373.75
NCY41,OUT013,774.25
NCK18,OUT046,2688.5
DRH25,OUT049,946.0
FDT57,OUT046,3660.75
FDV56,OUT018,1590.25
FDV12,OUT045,1578.5
FDN52,OUT017,1465.75
FDX38,OUT035,954.5
FDE47,OUT018,1826.25
NCO07,OUT013,3397.25
FDV09,OUT027,3879.75
FDZ23,OUT019,1124.75
DRH51,OUT018,1110.25
NCY54,OUT045,2763.5
DRG49,OUT013,4017.25
NCC19,OUT049,2985.0
NCV53,OUT045,3815.5
FDZ47,OUT019,183.25
NCO26,OUT018,1626.25
NCP02,OUT045,981.5
NCW30,OUT018,3730.25
NCN55,OUT046,3779.25
FDB20,OUT010,593.0
DRL11,OUT013,2356.25
DRD60,OUT045,2768.5
FDW14,OUT010,602.25
FDL27,OUT010,899.25
FDU09,OUT018,722.25
DRH36,OUT027,2636.75
FDP34,OUT027,3861.75
FDE04,OUT017,3085.75
FDZ57,OUT027,3645.75
FDF02,OUT010,262.5
FDG28,OUT045,3768.5
NCI31,OUT046,294.5
FDT43,OUT013,843.25
FDU20,OUT046,2057.75
FDD53,OUT013,770.25
FDW15,OUT045,2301.5
NCT53,OUT045,2386.5
NCG55,OUT027,3221.75
FDD48,OUT035,2019.5
FDG47,OUT049,4189.0
FDI21,OUT017,1319.75
FDT27,OUT017,3753.75
DRO35,OUT013,2147.25
FDD33,OUT017,3855.75
FDC04,OUT035,3923.5
FDY34,OUT013,2840.25
DRJ49,OUT049,2068.0
FDE05,OUT049,2534.5
FDU31,OUT017,3677.75
NCN19,OUT027,4409.75
FDK56,OUT027,4439.75
FDK58,OUT017,1849.75
NCJ42,OUT035,1794.5
FDZ34,OUT027,4553.75
FDA52,OUT018,2520.25
NCR29,OUT013,967.25
FDT48,OUT035,3205.5
DRJ51,OUT019,1586.75
NCS54,OUT046,2745.5
FDV01,OUT035,2728.5
DRG51,OUT027,4127.75
NCG42,OUT013,2089.25
FDA51,OUT049,1873.5
FDV19,OUT010,750.0
NCT18,OUT045,2712.5
NCS41,OUT045,2754.5
FDO03,OUT046,3595.0
FDL12,OUT010,985.75
FDY37,OUT010,593.0
FDI58,OUT049,1759.0
FDT28,OUT018,1978.25
NCC42,OUT010,115.25
FDO01,OUT017,2265.75
FDJ02,OUT013,2412.25
FDQ04,OUT018,456.25
DRL47,OUT013,1875.25
FDZ32,OUT035,2032.5
FDC35,OUT035,3420.5
FDX14,OUT045,1068.5
FDZ35,OUT013,1871.25
FDL14,OUT013,2515.25
FDO04,OUT049,919.5
DRK11,OUT017,2455.75
FDB44,OUT018,3176.25
FDZ50,OUT049,3064.0
FDI12,OUT027,3033.75
FDU43,OUT017,3955.75
FDD58,OUT010,312.0
FDB27,OUT017,3175.75
FDB04,OUT018,1160.25
NCO17,OUT013,1981.25
FDL12,OUT017,991.75
DRJ13,OUT049,2563.5
FDD57,OUT045,1580.5
FDW19,OUT035,1955.5
DRD27,OUT018,1298.25
FDH27,OUT027,3596.75
NCW30,OUT027,5442.75
FDR40,OUT018,1102.25
FDG05,OUT013,2490.25
NCY41,OUT019,1217.25
FDI38,OUT018,3222.25
FDR20,OUT046,852.75
FDE09,OUT017,2029.75
FDN50,OUT019,361.25
DRF27,OUT045,2348.5
DRF51,OUT013,645.25
NCO02,OUT019,816.25
FDB51,OUT027,2451.75
FDJ50,OUT013,906.25
FDN52,OUT013,1354.25
FDX14,OUT013,1231.25
FDT27,OUT019,1750.75
FDV10,OUT013,819.25
FDU33,OUT046,797.25
FDU58,OUT046,3017.0
NCP42,OUT027,4576.75
FDL51,OUT027,4710.75
DRH15,OUT027,2141.75
FDU16,OUT017,1529.75
FDW15,OUT017,2471.75
FDQ44,OUT045,1988.5
NCI06,OUT027,4055.75
DRK23,OUT019,2013.75
FDC28,OUT035,1890.5
NCY17,OUT019,1090.25
NCV05,OUT018,2258.25
FDM34,OUT019,94.75
DRD60,OUT027,4293.75
FDT38,OUT046,1218.75
FDQ57,OUT018,2100.25
FDE59,OUT027,2174.75
NCM43,OUT046,2650.0
DRI51,OUT049,2949.5
NCG30,OUT017,2025.75
NCK54,OUT035,2047.5
FDQ16,OUT019,132.25
FDI36,OUT013,3330.25
FDX16,OUT027,3795.75
FDA34,OUT046,2745.25
FDJ48,OUT018,3582.25
FDU47,OUT035,2444.5
FDS39,OUT046,2295.75
FDD11,OUT046,4002.0
FDM16,OUT027,2567.75
FDU56,OUT018,2704.25
FDQ32,OUT017,2197.75
DRK35,OUT013,657.25
FDA58,OUT049,3757.5
DRG48,OUT019,482.75
FDT59,OUT010,1676.5
FDQ31,OUT019,335.25
FDS51,OUT018,800.25
FDW32,OUT027,2857.75
FDI15,OUT027,5648.75
NCV30,OUT017,1221.75
DRG25,OUT049,3168.5
FDT02,OUT013,450.25
FDO33,OUT027,3195.75
FDP38,OUT035,996.5
FDZ45,OUT035,3354.5
NCA54,OUT027,4282.75
FDU33,OUT017,909.75
FDN58,OUT017,3769.75
FDI05,OUT045,1293.5
FDM57,OUT019,641.25
NCS42,OUT027,2806.75
FDB57,OUT045,3587.5
FDC03,OUT045,3014.5
FDZ58,OUT013,2048.25
NCK29,OUT045,1928.5
NCR53,OUT045,3466.5
FDE26,OUT027,3909.75
FDU52,OUT049,2544.0
FDE41,OUT027,2939.75
FDU38,OUT018,2692.25
FDA52,OUT017,2879.75
FDW46,OUT046,1044.25
DRI59,OUT035,3747.5
FDT38,OUT035,1358.5
FDL33,OUT018,2752.25
FDQ01,OUT027,5532.75
FDJ08,OUT046,2991.75
FDQ47,OUT049,800.0
NCZ18,OUT013,4165.25
FDE29,OUT017,1173.75
FDF10,OUT027,3769.75
FDC48,OUT049,1454.5
FDY58,OUT013,3793.25
NCX30,OUT010,1959.0
FDV11,OUT013,2951.25
FDT46,OUT046,719.75
DRD01,OUT019,1006.25
FDQ11,OUT013,4204.25
NCM41,OUT017,1681.75
NCC55,OUT013,516.25
FDG45,OUT027,4795.75
NCQ54,OUT049,2831.5
FDM34,OUT045,1906.5
FDD17,OUT019,1847.75
FDN38,OUT027,5387.75
FDB53,OUT018,2126.25
NCL06,OUT035,4439.5
NCV18,OUT019,508.25
FDX25,OUT013,2982.25
FDB39,OUT046,899.25
FDC33,OUT049,3306.0
NCO14,OUT018,552.25
FDA58,OUT027,5153.75
NCQ02,OUT017,3143.75
NCR53,OUT017,3665.75
FDN52,OUT046,1354.25
FDG26,OUT046,4024.0
FDE23,OUT027,2397.75
DRI37,OUT013,1161.25
DRH37,OUT018,2350.25
FDO01,OUT035,2285.5
FDK45,OUT049,2174.0
FDP23,OUT049,3518.5
FDM33,OUT035,3524.5
FDD36,OUT017,2053.75
FDL56,OUT017,1417.75
FDT27,OUT010,1749.75
FDG52,OUT017,763.75
NCL42,OUT035,4163.5
DRJ24,OUT046,2844.0
FDV38,OUT046,831.25
FDT35,OUT045,2593.5
FDY51,OUT045,3533.5
FDC37,OUT017,1805.75
NCP43,OUT013,2908.25
FDO33,OUT045,1657.5
FDW04,OUT018,1778.25
NCC31,OUT046,2319.5
FDK22,OUT049,3558.5
FDJ50,OUT017,991.75
FDV13,OUT017,1667.75
DRL60,OUT017,2445.75
FDW03,OUT017,1767.75
FDY27,OUT035,3038.5
FDB39,OUT027,2331.75
FDU59,OUT045,2552.5
FDZ57,OUT049,2276.5
FDO21,OUT049,3639.5
FDS43,OUT018,2748.25
FDU28,OUT010,1102.25
FDC51,OUT010,27.0
FDW16,OUT010,474.25
FDP32,OUT010,64.75
FDB60,OUT019,1233.75
NCQ30,OUT046,2000.25
FDD26,OUT049,3131.5
FDI44,OUT045,1351.5
DRH23,OUT046,758.25
FDO44,OUT046,1727.25
FDG04,OUT046,2895.0
FDM32,OUT027,2874.75
FDM09,OUT013,2674.25
FDZ47,OUT013,1743.25
FDM40,OUT027,3570.75
FDY48,OUT017,1869.75
NCM30,OUT045,755.5
FDX36,OUT010,1666.0
DRF03,OUT017,753.75
FDN51,OUT049,4191.0
FDM57,OUT049,1408.0
FDB35,OUT049,1704.0
FDY13,OUT027,2882.75
FDA37,OUT017,2171.75
NCX53,OUT017,2333.75
FDD59,OUT018,1126.25
FDX10,OUT019,1261.25
FDC03,OUT018,2810.25
FDW43,OUT035,3752.5
FDW10,OUT046,2720.5
FDY14,OUT027,5643.75
FDV43,OUT045,765.5
FDO40,OUT013,2350.25
FDP46,OUT027,2863.75
NCE43,OUT019,738.75
FDD05,OUT035,2090.5
FDJ60,OUT010,691.75
DRE27,OUT018,1220.25
FDO11,OUT035,4116.5
DRG11,OUT027,3148.75
FDK33,OUT010,1531.75
DRM23,OUT045,2807.5
FDJ02,OUT027,3801.75
NCZ05,OUT045,1759.5
NCL30,OUT013,2223.25
FDZ19,OUT018,2602.25
FDM45,OUT049,1969.0
FDO36,OUT046,2753.75
NCK31,OUT045,772.5
DRJ37,OUT045,2291.5
FDP24,OUT018,1602.25
FDF46,OUT013,1846.25
FDX46,OUT019,893.25
NCL18,OUT045,3129.5
FDJ26,OUT013,3423.25
FDJ07,OUT045,1742.5
FDY15,OUT013,2594.25
DRG01,OUT045,1251.5
FDF58,OUT045,978.5
FDZ14,OUT019,77.75
FDP31,OUT049,1189.5
FDH45,OUT013,747.25
FDA09,OUT010,890.75
FDW31,OUT035,3316.5
FDA57,OUT046,680.75
NCE55,OUT035,2934.5
FDC17,OUT019,1431.75
FDC59,OUT013,1156.25
FDA22,OUT013,2678.25
FDK52,OUT035,3710.5
NCM26,OUT046,2484.25
NCT53,OUT035,2658.5
FDW45,OUT018,2046.25
NCI18,OUT035,3436.5
FDE38,OUT018,2504.25
FDF08,OUT019,426.25
FDY58,OUT010,1841.0
FDF58,OUT019,889.25
FDX39,OUT017,3501.75
FDB44,OUT049,3532.5
FDF28,OUT013,2051.25
FDE39,OUT013,1980.25
FDT37,OUT018,3660.25
FDZ45,OUT017,3319.75
FDO40,OUT035,2466.5
FDM57,OUT027,2770.75
DRG36,OUT017,2913.75
FDY36,OUT010,607.75
DRL60,OUT027,3784.75
FDS25,OUT019,98.25
DRF49,OUT027,3238.75
FDP16,OUT045,3739.5
FDS60,OUT049,2967.5
FDU15,OUT027,2179.75
FDK43,OUT046,2083.25
FDN25,OUT046,1041.0
FDE53,OUT049,1885.0
FDB22,OUT013,2556.25
FDE39,OUT017,2073.75
FDX35,OUT035,3818.5
NCG54,OUT049,2717.5
FDH27,OUT035,2316.5
NCK42,OUT013,3506.25
FDS25,OUT049,1899.5
FDI10,OUT018,2646.25
FDU35,OUT035,1813.5
FDI04,OUT017,3397.75
DRK23,OUT035,4067.5
FDB53,OUT019,427.75
FDY02,OUT049,4319.0
FDM60,OUT035,779.5
NCJ31,OUT010,1722.75
DRP35,OUT017,2147.75
NCQ30,OUT018,1776.25
DRL11,OUT010,413.75
FDU01,OUT013,3089.25
FDR39,OUT035,3058.5
FDO08,OUT046,2648.5
FDC02,OUT045,4085.5
NCZ29,OUT035,2332.5
FDF29,OUT010,171.0
FDZ23,OUT017,3179.75
NCU53,OUT018,2578.25
NCW30,OUT013,4016.25
NCM26,OUT027,3954.75
FDV50,OUT027,3355.75
FDW15,OUT049,2418.5
FDI35,OUT027,4469.75
FDO11,OUT017,4039.75
FDN48,OUT046,1415.0
NCA17,OUT049,2437.5
NCN54,OUT013,1379.25
FDP22,OUT013,863.25
NCB54,OUT035,2101.5
FDD08,OUT045,655.5
DRM48,OUT010,1036.0
FDG41,OUT027,3170.75
FDE44,OUT027,2393.75
FDE26,OUT035,2596.5
NCS38,OUT013,1778.25
NCJ54,OUT018,3354.25
FDI40,OUT019,209.25
FDN45,OUT018,3200.25
FDU43,OUT046,3890.25
FDI04,OUT010,1345.5
NCC07,OUT018,1284.25
NCC07,OUT019,374.25
NCD18,OUT045,3489.5
FDU55,OUT035,4297.5
FDX59,OUT035,799.5
FDR52,OUT049,3161.5
NCP17,OUT013,1106.25
FDQ32,OUT045,2027.5
NCT17,OUT049,2940.0
FDO10,OUT049,1024.5
FDE32,OUT049,887.0
FDN44,OUT045,2430.5
FDH02,OUT035,1593.5
FDK60,OUT013,1705.25
FDS24,OUT019,478.25
FDL03,OUT010,1198.5
FDB46,OUT027,4893.75
FDO48,OUT049,3590.0
FDZ39,OUT049,1902.5
FDT02,OUT027,1867.75
FDC50,OUT013,1592.25
FDP39,OUT035,974.5
DRG15,OUT018,798.25
FDP10,OUT018,1352.25
FDF53,OUT027,4306.75
FDN34,OUT045,2621.5
FDK02,OUT045,1924.5
FDC23,OUT045,2745.5
FDJ10,OUT019,270.75
FDE53,OUT035,1976.5
FDR25,OUT035,4444.5
FDW50,OUT046,2482.5
FDS09,OUT049,988.5
FDW49,OUT010,854.75
FDU51,OUT046,2903.25
FDF28,OUT018,1746.25
NCY30,OUT018,2728.25
FDD44,OUT045,4133.5
FDX09,OUT017,2925.75
NCF30,OUT013,1877.25
FDZ50,OUT019,1058.75
FDW37,OUT013,1450.25
FDD11,OUT049,4142.0
DRH39,OUT018,914.25
FDA36,OUT049,2996.0
NCG43,OUT049,1520.0
FDF02,OUT035,1811.5
FDP57,OUT027,3037.75
NCE42,OUT017,3777.75
NCR38,OUT027,5443.75
FDP03,OUT019,91.75
FDO51,OUT035,861.5
NCQ42,OUT046,2129.5
NCM41,OUT046,1556.0
FDH48,OUT027,2726.75
DRF60,OUT046,3730.5
FDJ27,OUT035,1773.5
FDQ14,OUT013,2418.25
FDN27,OUT017,1947.75
NCQ02,OUT046,3071.5
FDJ33,OUT049,2070.5
FDP07,OUT027,4532.75
DRE01,OUT049,3844.0
FDU36,OUT045,1560.5
FDL28,OUT017,3639.75
NCX53,OUT046,2211.0
FDZ39,OUT013,1855.25
NCP42,OUT013,3186.25
FDJ14,OUT035,1496.5
FDK04,OUT049,1022.0
NCC19,OUT017,3019.75
FDS09,OUT018,640.25
FDZ02,OUT046,1655.5
FDD35,OUT018,1720.25
NCY42,OUT017,2537.75
FDB05,OUT045,3846.5
FDF20,OUT035,3257.5
NCO41,OUT018,1356.25
FDC40,OUT027,2713.75
FDV58,OUT045,3080.5
FDZ57,OUT045,2128.5
DRM35,OUT046,3025.0
DRN36,OUT018,1252.25
FDQ13,OUT046,1451.0
DRO35,OUT010,161.5
NCD43,OUT035,1737.5
FDA51,OUT018,1494.25
NCX17,OUT027,5057.75
NCZ17,OUT049,905.0
FDR11,OUT027,4065.75
FDW34,OUT049,3860.0
FDN50,OUT017,1621.75
FDS09,OUT046,872.5
FDS48,OUT018,2138.25
FDL44,OUT049,2645.5
DRF48,OUT018,2710.25
FDA14,OUT018,1998.25
NCD30,OUT049,1567.5
FDI16,OUT017,1089.75
NCG06,OUT035,4171.5
DRZ24,OUT035,1989.5
NCS17,OUT045,1356.5
FDB37,OUT045,3841.5
FDE10,OUT035,2391.5
FDC57,OUT045,3062.5
FDM12,OUT018,2654.25
FDE24,OUT049,2441.5
FDW22,OUT045,3387.5
DRD01,OUT027,2320.75
NCZ18,OUT027,5584.75
FDN49,OUT045,689.5
FDR22,OUT035,2056.5
FDV08,OUT019,1112.25
FDY39,OUT046,3127.0
FDV36,OUT049,2143.0
FDO60,OUT045,624.5
FDU04,OUT027,3406.75
FDR20,OUT027,2354.75
FDW19,OUT019,122.25
FDU40,OUT049,3170.5
FDK15,OUT045,1548.5
DRF15,OUT035,2558.5
FDQ25,OUT017,2991.75
FDI48,OUT019,872.25
FDS49,OUT046,1277.5
FDV22,OUT046,2601.75
NCV42,OUT046,1850.0
FDX26,OUT046,2853.25
FDI33,OUT018,1326.25
FDZ14,OUT049,2083.0
FDG10,OUT013,978.25
FDM38,OUT018,554.25
FDG26,OUT027,5461.75
FDH46,OUT035,1750.5
FDN13,OUT018,1358.25
FDU57,OUT035,2595.5
NCI06,OUT046,2603.0
FDM38,OUT045,782.5
NCG42,OUT010,81.5
FDL39,OUT045,2675.5
FDT31,OUT019,1059.75
FDV59,OUT013,3538.25
FDB49,OUT035,1869.5
FDD58,OUT049,1755.5
DRN59,OUT046,639.25
FDX48,OUT049,2593.0
FDQ11,OUT049,4233.0
FDY12,OUT049,1116.5
FDQ11,OUT045,4094.5
DRI11,OUT017,2013.75
FDY32,OUT027,4188.75
FDS51,OUT045,950.5
FDR19,OUT010,449.5
DRB13,OUT018,2550.25
FDS21,OUT035,1237.5
FDQ40,OUT045,2798.5
NCE55,OUT013,2818.25
FDX43,OUT027,4112.75
FDS12,OUT049,2066.0
DRK01,OUT027,3024.75
FDN25,OUT017,1095.75
FDB60,OUT046,3135.75
FDQ13,OUT017,1549.75
DRK13,OUT045,3091.5
DRF25,OUT018,352.25
NCD42,OUT019,1352.25
FDW25,OUT045,1273.5
NCV29,OUT027,4363.75
NCK42,OUT035,3597.5
DRJ13,OUT027,3877.75
DRD15,OUT017,3701.75
FDM27,OUT045,2358.5
FDZ50,OUT018,2704.25
FDC04,OUT046,3758.25
FDF50,OUT049,3193.5
FDP15,OUT045,3956.5
FDK46,OUT035,4271.5
FDZ56,OUT018,2540.25
FDY60,OUT049,2550.0
FDB10,OUT035,3938.5
FDR57,OUT045,2493.5
FDU58,OUT049,3130.5
FDH02,OUT046,1434.25
FDP48,OUT013,2928.25
FDI46,OUT035,4248.5
FDW56,OUT013,3067.25
NCM19,OUT010,84.75
FDS50,OUT027,4868.75
FDK24,OUT013,811.25
FDO36,OUT017,2885.75
FDK45,OUT027,3537.75
NCL05,OUT045,811.5
FDL32,OUT018,1534.25
FDA28,OUT049,2110.5
FDY36,OUT018,1090.25
FDP32,OUT018,1756.25
FDL50,OUT046,1962.75
DRC24,OUT049,2273.0
NCS18,OUT017,1753.75
FDD16,OUT017,1341.75
NCV18,OUT013,1501.25
FDX07,OUT046,3023.0
NCZ05,OUT027,3266.75
NCI31,OUT013,361.25
FDK14,OUT049,1520.0
NCR06,OUT045,699.5
NCF54,OUT049,2681.0
DRG23,OUT010,448.25
FDD53,OUT046,737.5
NCM31,OUT027,3712.75
FDT16,OUT017,4139.75
FDR40,OUT035,1502.5
DRG25,OUT017,3129.75
FDT10,OUT035,1091.5
FDY32,OUT013,2797.25
FDN50,OUT035,1681.5
FDZ35,OUT019,76.25
NCP54,OUT045,1932.5
NCD07,OUT035,1857.5
FDS02,OUT018,2824.25
DRN59,OUT018,430.25
DRB24,OUT013,2275.25
FDP37,OUT027,3497.75
DRB01,OUT018,2490.25
FDR47,OUT046,3147.25
NCM31,OUT010,371.5
NCF06,OUT027,5365.75
NCV17,OUT027,3596.75
FDS10,OUT049,2934.5
FDN52,OUT035,1497.5
FDZ48,OUT013,1925.25
FDJ48,OUT049,3947.5
DRB13,OUT027,4247.75
FDV59,OUT017,3597.75
FDL32,OUT035,1922.5
FDZ12,OUT035,2472.5
NCR06,OUT027,2183.75
FDP51,OUT017,2025.75
FDY22,OUT013,2469.25
FDZ38,OUT049,2820.0
NCO54,OUT035,1133.5
FDR23,OUT035,2984.5
FDM38,OUT049,972.0
FDS25,OUT013,1907.25
FDZ22,OUT013,1475.25
FDZ20,OUT019,2221.75
FDD45,OUT010,337.5
FDN03,OUT049,4019.0
NCW30,OUT046,3973.5
FDY24,OUT027,2515.75
FDJ26,OUT019,1443.75
FDM15,OUT049,2479.0
NCW54,OUT027,2280.75
FDA23,OUT045,1526.5
FDA39,OUT019,1255.25
FDZ12,OUT017,2451.75
NCB42,OUT046,1796.0
FDL16,OUT046,631.5
FDO24,OUT019,549.75
NCP42,OUT046,3103.5
FDR19,OUT018,2176.25
DRL01,OUT045,3584.5
FDV37,OUT046,3256.0
FDI41,OUT010,566.5
FDF58,OUT049,1101.0
NCF43,OUT018,1834.25
FDN02,OUT049,3312.5
NCP41,OUT035,1907.5
NCY17,OUT027,2287.75
FDL58,OUT027,5569.75
NCA30,OUT027,4380.75
FDE46,OUT018,2272.25
FDY38,OUT035,3896.5
NCH29,OUT027,2678.75
FDO20,OUT045,3931.5
FDP44,OUT018,1432.25
FDM02,OUT027,2863.75
FDJ14,OUT027,2765.75
FDH04,OUT010,534.25
DRK23,OUT046,3928.25
NCW05,OUT046,1559.25
FDF12,OUT049,2383.5
FDL51,OUT019,1336.75
FDN03,OUT018,3674.25
DRJ37,OUT049,2405.5
FDM12,OUT019,1006.75
FDA16,OUT045,3394.5
NCB07,OUT017,3167.75
NCI17,OUT019,662.25
FDR51,OUT046,2435.25
FDJ55,OUT045,3502.5
NCZ17,OUT013,846.25
FDU25,OUT013,1089.25
NCG18,OUT045,1552.5
DRM11,OUT017,4373.75
FDH16,OUT035,1520.5
FDZ04,OUT018,800.25
NCX53,OUT035,2373.5
FDX38,OUT027,2237.75
FDX09,OUT046,2814.0
NCW05,OUT018,1318.25
NCS41,OUT017,2923.75
FDI26,OUT046,2982.0
NCZ41,OUT027,3604.75
NCK06,OUT046,2016.75
FDX23,OUT027,3011.75
NCA42,OUT046,2485.5
FDC20,OUT049,1043.0
DRC49,OUT018,1782.25
FDX01,OUT013,1974.25
FDC08,OUT045,3589.5
FDC02,OUT017,4215.75
FDK10,OUT045,2862.5
DRC24,OUT013,2243.25
FDW16,OUT019,468.25
NCU06,OUT018,3600.25
DRA59,OUT045,2791.5
FDR24,OUT019,385.25
DRL35,OUT018,282.25
FDA49,OUT013,1458.25
NCC55,OUT046,469.0
DRD24,OUT019,322.75
NCE55,OUT049,2875.5
FDT33,OUT045,2548.5
NCT53,OUT013,2516.25
FDS26,OUT046,4018.25
FDL22,OUT018,1130.25
FDP44,OUT017,1819.75
FDC52,OUT018,2112.25
FDI53,OUT010,741.75
FDZ23,OUT046,3071.25
NCT18,OUT013,2831.25
FDR13,OUT046,1986.25
FDB09,OUT010,169.5
FDZ60,OUT013,1845.25
FDB11,OUT046,3612.75
FDC10,OUT018,1704.25
FDW56,OUT035,3188.5
FDK14,OUT027,2872.75
DRE27,OUT027,2927.75
FDA38,OUT017,3813.75
FDT11,OUT045,2898.5
FDP15,OUT035,4167.5
FDV27,OUT035,1672.5
FDS36,OUT027,3232.75
FDY40,OUT027,2390.75
NCF19,OUT049,771.0
FDF53,OUT045,2805.5
FDS14,OUT027,3862.75
FDE56,OUT046,1230.75
FDZ19,OUT035,3074.5
FDZ46,OUT013,1909.25
FDR16,OUT046,3397.0
FDG29,OUT018,370.25
NCE30,OUT017,3477.75
FDZ40,OUT046,924.25
FDG58,OUT018,2198.25
DRH03,OUT013,1532.25
FDZ47,OUT045,1643.5
FDV04,OUT018,2276.25
FDZ10,OUT018,1832.25
FDG46,OUT017,1917.75
NCF07,OUT045,1376.5
FDY44,OUT035,3463.5
FDB21,OUT013,3937.25
FDS20,OUT035,3084.5
FDS49,OUT049,1415.5
FDX55,OUT027,4965.75
NCQ02,OUT018,2782.25
FDR25,OUT013,4307.25
DRG39,OUT045,909.5
FDB46,OUT046,3457.0
NCC30,OUT018,2434.25
FDE58,OUT035,2195.5
FDC05,OUT019,1227.75
FDY15,OUT046,2577.0
FDG14,OUT046,2408.0
FDL08,OUT049,3882.0
FDQ47,OUT013,718.25
FDN12,OUT035,1839.5
FDW10,OUT013,2797.25
FDD02,OUT035,2106.5
FDX35,OUT010,1775.75
FDT35,OUT046,2652.25
DRN47,OUT019,854.75
